manufacturer,year,cpu_brand,cpu_tier,cores,base_clock,boost_clock,cpu_score,gpu_type,gpu_score,ram_gb,ram_speed_mhz,storage_type,storage_gb,storage_speed_mb_s,display_in,resolution,weight_kg,battery_mah,tdp_watt,price_usd,performance_score
HP,2024,Intel,mid,6,2.81,3.64,100,NVIDIA GTX,419,16,2133,NVMe SSD,1024,3783.0265007907074,13.7,1920x1080,1.48,3500,58,250,251.2
Acer,2023,AMD,mid,4,2.57,3.21,100,AMD Radeon,426,8,2666,SATA SSD,512,480.75955543160455,15.6,1920x1080,1.58,4500,47,250,214.2
MSI,2020,Intel,mid,6,2.42,3.08,100,Integrated,101,16,4800,SATA SSD,256,570.2497687821938,15.8,1920x1080,2.46,4500,23,250,126.0
Lenovo,2023,Intel,low,4,2.06,2.37,100,NVIDIA GTX,277,8,2666,NVMe SSD,128,2747.7612435605024,15.9,1920x1080,1.71,6000,54,250,187.6
Asus,2017,Apple,mid,4,2.94,3.83,100,AMD Radeon,454,8,3000,HDD,256,124.12856907661664,14.8,1366x768,2.28,3500,81,250,234.3
Apple,2018,AMD,mid,4,2.18,2.89,100,Integrated,96,16,2400,NVMe SSD,1024,3126.7605755802,16.7,2560x1440,1.6,6000,32,250,105.6
Asus,2018,AMD,mid,6,3.08,3.69,100,Integrated,20,8,3600,NVMe SSD,1024,3110.2752501803934,13.9,1920x1080,1.74,6000,39,250,47.5
Apple,2024,Intel,high,8,3.4,4.4,100,AMD Radeon,695,16,3000,NVMe SSD,512,3824.480563788362,16.8,1920x1080,2.12,6000,79,250,334.2
Dell,2017,AMD,low,4,2.22,2.8,100,NVIDIA RTX,345,4,3200,SATA SSD,128,548.6026451352265,14.5,1920x1080,2.13,3500,56,250,176.0
Apple,2022,Intel,low,4,1.96,2.21,100,AMD Radeon,842,8,3600,NVMe SSD,512,2922.649820347323,14.1,2560x1440,1.52,6000,51,250,370.5
Lenovo,2019,Intel,high,12,2.44,3.6,102,NVIDIA RTX,892,16,2400,NVMe SSD,512,3146.046837119052,13.0,1920x1080,1.47,6000,98,250,370.8
Razer,2020,AMD,mid,8,2.14,2.87,100,Integrated,107,16,2133,NVMe SSD,256,3158.5831413471296,13.8,1920x1080,1.35,3500,35,250,101.4
HP,2020,Intel,high,8,3.11,4.43,100,Integrated,144,32,4800,NVMe SSD,256,1306.4880551776403,15.9,1366x768,2.15,4500,50,250,147.6
Apple,2018,Intel,low,2,2.21,2.82,100,Integrated,56,4,3600,SATA SSD,128,417.94056654627786,15.7,2560x1440,1.7,4500,9,250,35.6
MSI,2019,AMD,high,8,2.48,3.85,100,NVIDIA GTX,366,16,3200,SATA SSD,512,558.2850378420422,16.9,1366x768,2.38,3500,78,250,219.1
HP,2024,AMD,mid,4,2.63,3.53,100,Integrated,192,16,4800,NVMe SSD,1024,2425.236746870369,14.9,1366x768,1.95,8000,33,250,219.1
Lenovo,2020,Intel,low,4,2.81,3.07,100,NVIDIA GTX,439,8,3000,NVMe SSD,1024,2071.543760017951,15.9,2560x1440,1.99,6000,49,250,165.6
Razer,2021,Intel,high,6,2.65,4.19,100,NVIDIA GTX,471,16,2666,HDD,128,104.22703324303116,15.4,1920x1080,1.71,6000,73,272,205.4
HP,2023,Intel,mid,6,2.62,3.42,100,NVIDIA GTX,552,16,3200,HDD,512,138.72967554640903,15.4,2560x1440,1.94,4500,58,250,239.3
Lenovo,2023,Intel,high,12,3.26,4.2,111,AMD Radeon,543,16,2666,NVMe SSD,256,3224.8734287177467,15.5,1920x1080,1.86,4500,86,250,258.2
Apple,2025,Intel,mid,6,3.08,3.57,100,NVIDIA GTX,628,8,3600,HDD,512,128.22337701558385,14.0,2560x1440,1.73,8000,77,292,321.7
Lenovo,2024,AMD,mid,6,2.69,3.55,100,Integrated,76,16,2666,NVMe SSD,2048,3463.7117247187693,17.1,1920x1080,2.45,4500,33,250,102.7
Lenovo,2016,Intel,low,4,1.79,2.49,100,AMD Radeon,176,8,2666,NVMe SSD,128,2943.181965417553,14.7,1920x1080,2.28,4500,59,250,140.2
Lenovo,2017,AMD,mid,4,2.47,3.0,100,NVIDIA RTX,838,16,3600,SATA SSD,512,497.1907243770234,14.8,2560x1440,1.97,4500,67,250,322.7
HP,2024,AMD,low,4,2.38,2.66,100,Integrated,180,8,2666,NVMe SSD,256,2282.8946380970397,15.5,1920x1080,1.86,4500,0,250,45.7
Lenovo,2016,Apple,low,4,1.85,2.23,100,NVIDIA GTX,330,8,4266,NVMe SSD,256,2121.9762006420133,15.9,1920x1080,1.59,4500,34,250,188.3
Lenovo,2020,AMD,mid,6,2.97,3.48,100,NVIDIA GTX,263,16,2666,NVMe SSD,512,3010.9315382482887,17.9,1920x1080,2.39,4500,70,250,229.1
Apple,2017,AMD,low,4,2.3,2.92,100,AMD Radeon,338,8,2400,HDD,512,120.86294911594798,15.7,1920x1080,1.96,6000,32,250,119.4
Dell,2024,Intel,mid,6,2.6,3.56,100,Integrated,144,16,2400,SATA SSD,256,445.53888265003036,13.4,1920x1080,1.81,6000,42,250,188.8
Acer,2025,Intel,mid,6,2.74,3.64,100,NVIDIA GTX,684,8,4266,NVMe SSD,512,2914.7870292222847,15.7,3840x2160,2.14,6000,64,250,285.9
Acer,2017,Intel,mid,6,2.93,3.91,100,Integrated,94,16,3600,NVMe SSD,1024,2279.946609479736,15.7,1920x1080,1.73,8000,23,250,70.3
Asus,2021,Intel,mid,8,2.63,3.3,100,AMD Radeon,733,16,3000,NVMe SSD,512,2666.0706622744415,15.4,1920x1080,2.01,4500,55,250,349.3
Dell,2019,Intel,mid,6,2.66,3.34,100,AMD Radeon,665,8,2133,SATA SSD,256,417.93531771918106,16.1,1920x1080,2.18,4500,64,250,213.0
Apple,2025,AMD,low,2,2.2,2.59,100,NVIDIA RTX,1906,8,3000,NVMe SSD,256,1496.8694918823649,16.2,1920x1080,2.09,6000,68,389,696.0
Apple,2016,Intel,mid,6,2.05,2.72,100,NVIDIA GTX,236,16,2400,NVMe SSD,512,2870.3210537939162,16.4,1920x1080,2.07,3500,49,250,144.8
Apple,2025,Intel,mid,8,2.76,3.67,100,Integrated,132,16,2400,NVMe SSD,128,2766.775400680468,15.6,1920x1080,2.41,3500,29,250,203.7
MSI,2025,Apple,low,4,2.48,3.15,100,NVIDIA RTX,1755,8,3200,HDD,1024,139.99226969004502,17.5,1920x1080,2.19,3500,51,314,675.8
Razer,2021,AMD,low,2,2.22,2.69,100,Integrated,75,4,2133,NVMe SSD,256,3584.8658904324775,16.7,1920x1080,2.12,6000,22,250,67.6
Asus,2025,Intel,mid,6,3.45,4.22,100,Integrated,96,8,2666,NVMe SSD,128,3536.489411456841,16.1,3840x2160,2.08,6000,24,250,62.7
Acer,2020,AMD,high,12,2.97,3.68,100,NVIDIA GTX,399,64,3000,NVMe SSD,1024,2385.4801547929537,17.1,1920x1080,2.33,6000,77,250,257.6
Acer,2025,Intel,low,4,2.42,2.82,100,AMD Radeon,959,8,4266,NVMe SSD,256,2222.722967708113,16.3,1920x1080,2.26,3500,45,257,440.5
Dell,2022,Intel,high,16,3.21,4.54,265,NVIDIA GTX,466,64,2133,HDD,128,105.80064229870443,15.4,1920x1080,1.64,6000,79,250,409.7
Lenovo,2022,Intel,low,4,2.3,2.96,100,NVIDIA GTX,560,8,3000,NVMe SSD,512,2582.335046091504,18.1,1920x1080,2.34,3500,47,250,182.1
Lenovo,2018,Intel,mid,6,2.69,3.51,100,AMD Radeon,272,16,3000,SATA SSD,256,452.8067365973731,16.8,1920x1080,1.92,3500,68,250,126.3
Razer,2021,Intel,high,8,2.94,3.7,118,NVIDIA GTX,571,16,2133,SATA SSD,128,595.9238390751631,18.0,1920x1080,2.17,4500,86,250,243.5
Lenovo,2023,Intel,low,4,2.58,3.25,100,Integrated,106,8,3000,NVMe SSD,1024,2722.4618804581905,14.3,1920x1080,2.17,6000,5,250,55.4
Apple,2023,AMD,mid,4,2.72,3.67,100,NVIDIA RTX,1220,16,3600,SATA SSD,512,474.61523348539816,17.0,1920x1080,2.25,3500,52,250,480.2
Asus,2025,Intel,mid,8,2.73,3.2,100,Integrated,172,16,3600,NVMe SSD,1024,2480.6702331888773,14.5,1920x1080,1.54,4500,40,250,84.9
Acer,2019,Intel,high,8,2.83,3.81,100,NVIDIA GTX,474,16,3000,NVMe SSD,512,2567.9492704985328,15.7,2560x1440,2.19,6000,75,250,248.5
Apple,2021,Intel,mid,6,3.03,3.66,100,NVIDIA GTX,456,8,3200,NVMe SSD,512,2733.498070674655,16.5,2560x1440,1.86,6000,56,250,156.4
Razer,2023,Intel,mid,6,3.29,3.82,100,Integrated,64,16,3600,NVMe SSD,1024,3504.3621727916297,16.2,1920x1080,1.92,3500,30,250,62.1
Lenovo,2023,AMD,mid,8,2.72,3.51,100,NVIDIA RTX,1213,8,2666,SATA SSD,512,451.9134479860844,15.4,1920x1080,1.68,4500,78,250,454.6
MSI,2018,Intel,mid,6,2.67,3.1,100,Integrated,75,16,2400,SATA SSD,512,439.5971519967612,17.1,1920x1080,2.03,4500,22,250,97.3
HP,2018,AMD,mid,4,2.32,2.98,100,AMD Radeon,286,16,3000,NVMe SSD,512,2810.427417488309,13.8,1920x1080,2.04,3500,72,250,152.5
Apple,2021,AMD,low,4,2.24,2.68,100,Integrated,57,8,3200,SATA SSD,2048,621.4413059216824,16.1,1920x1080,1.88,4500,16,250,16.4
HP,2024,AMD,mid,6,3.09,3.76,100,NVIDIA GTX,566,8,3600,NVMe SSD,512,2762.04533720056,13.9,1920x1080,2.01,3500,67,250,199.0
Asus,2024,Intel,low,4,2.26,2.92,100,Integrated,68,8,3000,NVMe SSD,1024,3602.8868065873626,15.8,1920x1080,1.92,6000,10,250,118.4
Asus,2024,Intel,mid,6,2.66,3.29,109,Integrated,51,8,3000,NVMe SSD,1024,3200.4566403939853,15.2,1920x1080,1.81,6000,23,250,79.7
Razer,2025,Intel,low,4,2.21,2.48,100,Integrated,95,8,2666,SATA SSD,256,515.1889916673932,13.8,2560x1440,1.75,4500,13,250,87.8
Lenovo,2019,Intel,low,4,2.52,3.12,100,Integrated,20,8,3600,SATA SSD,1024,415.3587230831108,17.4,1920x1080,2.21,6000,3,250,73.2
Acer,2021,Intel,mid,4,3.16,3.9,100,NVIDIA GTX,389,16,2133,NVMe SSD,256,3382.127055577674,15.8,2560x1440,2.55,4500,59,250,194.6
Asus,2020,Intel,low,4,2.3,2.64,100,Integrated,197,4,3600,NVMe SSD,128,3161.15204056634,16.7,1920x1080,2.13,6000,6,250,151.4
Razer,2019,Intel,high,8,2.26,2.87,100,Integrated,110,32,3600,NVMe SSD,256,3000.0948383326386,14.4,1920x1080,1.76,8000,49,250,156.5
HP,2024,AMD,mid,8,2.53,3.26,100,Integrated,75,16,2666,SATA SSD,256,446.29736634726794,15.2,1920x1080,1.92,4500,25,250,42.1
HP,2020,Intel,low,4,2.31,2.92,100,Integrated,105,8,3600,SATA SSD,256,538.0971938280054,14.0,1920x1080,1.22,6000,32,250,72.9
Apple,2024,Intel,mid,4,2.45,3.22,100,Integrated,88,16,3200,NVMe SSD,512,3728.117579324461,14.6,2560x1440,1.5,4500,28,250,54.6
HP,2021,Intel,low,4,2.46,2.8,100,AMD Radeon,613,4,2400,NVMe SSD,128,2487.7443137936893,16.7,2560x1440,2.27,8000,56,250,293.6
Lenovo,2022,AMD,mid,6,2.84,3.84,100,NVIDIA GTX,508,16,3600,HDD,256,94.66125519146568,14.8,1920x1080,2.07,3500,51,250,259.6
Dell,2017,AMD,low,4,2.1,2.48,100,NVIDIA RTX,734,8,2666,NVMe SSD,256,4092.889586232518,15.2,1920x1080,1.6,4500,40,250,284.7
Acer,2025,Apple,mid,6,2.73,3.67,124,AMD Radeon,671,8,2666,NVMe SSD,128,3022.823522751612,14.6,2560x1440,1.78,3500,66,250,394.8
Acer,2022,Intel,mid,8,2.69,3.1,100,NVIDIA RTX,1089,16,3000,NVMe SSD,512,2975.108314620783,15.5,1920x1080,1.77,3500,63,307,452.7
MSI,2019,AMD,low,4,2.79,3.4,100,NVIDIA RTX,1459,4,2400,NVMe SSD,256,3114.4202492153872,15.3,1366x768,1.63,4500,46,250,593.9
Dell,2017,AMD,mid,4,2.22,2.89,100,Integrated,37,16,3600,SATA SSD,256,381.69799147192776,15.4,2560x1440,2.36,3500,39,250,93.8
Razer,2020,Intel,high,8,3.16,3.82,100,NVIDIA GTX,433,32,2666,SATA SSD,512,515.409075631918,16.7,1920x1080,2.2,3500,80,250,171.2
Asus,2024,AMD,high,12,3.18,4.32,160,NVIDIA GTX,261,32,3000,SATA SSD,128,552.376875352741,14.2,1920x1080,1.63,3500,61,250,218.7
Asus,2022,Apple,high,6,2.87,4.32,100,NVIDIA GTX,502,16,2133,NVMe SSD,1024,3015.248382220664,15.2,1920x1080,2.25,6000,74,250,313.5
Lenovo,2025,AMD,mid,4,2.31,3.21,100,NVIDIA GTX,447,8,2133,NVMe SSD,512,3276.119559196105,14.2,1920x1080,2.11,3500,65,250,180.9
Acer,2023,AMD,mid,8,2.28,2.86,100,Integrated,20,16,3200,NVMe SSD,256,3167.480523306411,17.4,1920x1080,2.14,4500,37,250,51.0
Asus,2019,Intel,high,6,2.99,4.39,107,NVIDIA RTX,1161,32,3200,NVMe SSD,1024,3804.0083437105495,14.5,2560x1440,1.49,4500,72,250,520.1
Acer,2022,AMD,mid,6,2.69,3.35,100,NVIDIA GTX,825,8,4800,HDD,256,124.23649581871004,16.4,2560x1440,2.22,3500,61,337,342.8
HP,2023,AMD,mid,6,3.03,3.61,100,Integrated,146,16,3600,SATA SSD,128,438.4870900063309,14.2,1920x1080,1.86,6000,23,250,160.6
Asus,2024,AMD,mid,6,2.5,3.25,100,NVIDIA GTX,716,8,3600,HDD,512,130.66670890037904,13.5,1920x1080,1.74,4500,68,250,352.2
Acer,2023,Apple,low,2,2.41,2.91,100,NVIDIA GTX,831,4,2666,SATA SSD,512,470.1087160807742,15.8,1920x1080,1.82,4500,72,250,283.1
MSI,2024,AMD,mid,6,2.93,3.79,100,Integrated,28,16,4266,NVMe SSD,512,3306.150172182494,15.2,1920x1080,2.41,4500,54,250,41.9
Razer,2021,Intel,mid,4,2.4,3.19,100,Integrated,156,16,3200,NVMe SSD,256,2773.6230790539025,13.9,2560x1440,1.43,3500,25,250,163.8
Lenovo,2025,Apple,mid,6,2.67,3.28,100,AMD Radeon,826,16,2400,NVMe SSD,256,3432.1463159699097,15.9,1920x1080,1.76,3500,55,250,416.3
Lenovo,2019,Apple,mid,8,3.06,3.68,100,NVIDIA GTX,269,16,3600,NVMe SSD,256,2878.9482799021935,13.4,1920x1080,1.63,4500,60,250,154.4
Lenovo,2019,AMD,mid,6,2.66,3.47,100,Integrated,20,16,3200,HDD,512,93.45771015100956,14.6,2560x1440,1.87,6000,19,250,126.9
Razer,2020,Intel,low,4,2.13,2.68,100,NVIDIA RTX,1175,8,4800,SATA SSD,512,493.9420102551781,14.8,1920x1080,1.77,6000,54,250,499.1
Asus,2022,Apple,mid,6,2.69,3.2,100,NVIDIA RTX,1202,8,2666,NVMe SSD,256,2098.0126771628843,14.8,1920x1080,1.82,6000,65,270,422.8
Acer,2020,AMD,low,2,2.29,2.77,100,AMD Radeon,523,8,2133,NVMe SSD,256,1894.910651721656,12.4,3840x2160,1.77,6000,49,250,244.8
Dell,2024,AMD,mid,6,2.66,3.1,100,NVIDIA GTX,570,8,3000,SATA SSD,256,434.85961978095247,14.2,3840x2160,1.4,3500,66,250,198.6
Razer,2025,AMD,mid,6,3.29,4.2,100,Integrated,118,16,3200,SATA SSD,512,529.8552822690363,15.5,1920x1080,1.96,3500,32,250,27.3
HP,2021,AMD,low,2,2.47,2.74,100,Integrated,87,8,2400,SATA SSD,256,525.4880541429608,18.0,1920x1080,2.43,4500,27,250,12.9
MSI,2020,Intel,mid,6,2.55,3.3,100,NVIDIA RTX,955,8,2666,NVMe SSD,1024,3379.9595138348636,15.3,1920x1080,1.42,4500,63,250,448.2
HP,2022,Intel,mid,8,3.08,3.93,100,Integrated,20,8,3200,SATA SSD,512,487.615137527904,14.6,1920x1080,1.92,6000,28,250,47.1
MSI,2020,Intel,mid,4,2.77,3.21,100,NVIDIA RTX,1251,8,2133,NVMe SSD,256,2579.060629402511,15.3,3840x2160,2.18,6000,56,250,465.5
Acer,2023,AMD,low,4,2.54,3.0,100,AMD Radeon,644,8,3600,NVMe SSD,256,3225.858485386012,13.9,1920x1080,1.98,8000,41,250,256.3
Acer,2020,Apple,low,4,2.63,3.29,100,Integrated,131,4,2666,NVMe SSD,256,2618.4328354688096,18.5,2560x1440,2.71,3500,13,250,104.4
Acer,2025,AMD,low,2,2.33,2.97,100,Integrated,131,4,3200,SATA SSD,1024,501.6728672479037,14.9,2560x1440,2.05,8000,17,250,31.4
Dell,2024,AMD,mid,6,2.82,3.65,100,AMD Radeon,627,8,3600,NVMe SSD,512,2992.927742537117,13.6,1920x1080,1.49,6000,59,250,330.3
Apple,2022,Intel,low,2,2.42,2.97,100,NVIDIA GTX,676,8,3200,SATA SSD,128,457.0654470170428,16.6,1920x1080,2.44,4500,30,250,218.4
Dell,2023,Intel,low,2,2.43,2.73,100,NVIDIA RTX,1450,8,3600,SATA SSD,512,437.9852438790074,13.6,1920x1080,1.84,6000,56,312,569.2
Lenovo,2018,Intel,mid,4,2.91,3.41,100,NVIDIA RTX,926,16,3600,NVMe SSD,256,3014.6175340636028,14.3,1920x1080,2.03,8000,64,250,498.3
HP,2019,Intel,mid,8,2.78,3.33,100,NVIDIA GTX,379,16,2666,SATA SSD,256,434.6024746226293,15.8,3840x2160,1.82,4500,68,250,164.3
Lenovo,2022,Intel,low,4,2.43,2.95,100,Integrated,100,8,3200,HDD,256,118.55594023733012,14.6,1920x1080,1.61,6000,9,250,88.7
Razer,2023,AMD,low,4,2.45,2.71,100,NVIDIA RTX,1320,8,4266,SATA SSD,256,488.0962610997036,16.6,1920x1080,2.15,3500,51,250,544.5
Dell,2023,Intel,high,6,2.89,3.72,100,NVIDIA RTX,1353,64,3600,SATA SSD,512,454.1814878330734,16.0,1920x1080,1.99,3500,73,337,678.1
Acer,2022,Intel,low,4,2.54,3.08,100,NVIDIA RTX,1456,8,2666,NVMe SSD,1024,2602.754685317767,14.8,1920x1080,2.05,6000,50,276,537.0
Lenovo,2019,Intel,low,2,2.05,2.53,100,NVIDIA GTX,513,4,4800,NVMe SSD,512,3724.027381181674,15.4,3840x2160,1.88,8000,51,250,176.3
Asus,2021,AMD,mid,6,2.81,3.72,100,Integrated,185,8,3600,NVMe SSD,512,3185.9409752049387,17.6,1920x1080,2.12,4500,46,250,160.0
Asus,2018,AMD,high,8,3.29,4.32,126,Integrated,20,32,4266,NVMe SSD,256,2422.493320629169,14.5,2560x1440,1.82,3500,45,250,103.4
Dell,2025,Apple,low,4,2.31,2.71,100,Integrated,100,8,3000,NVMe SSD,1024,3514.1855014062253,15.6,1920x1080,2.13,6000,19,250,124.7
Acer,2021,Apple,low,4,2.26,2.49,100,NVIDIA RTX,965,8,2666,NVMe SSD,512,3670.775557612429,15.5,1920x1080,1.79,6000,45,250,356.6
Asus,2024,AMD,mid,6,2.8,3.39,100,NVIDIA GTX,700,8,2400,SATA SSD,512,555.9024579325929,16.0,2560x1440,2.07,6000,47,250,284.4
MSI,2023,AMD,mid,8,2.79,3.51,100,NVIDIA GTX,698,16,3600,SATA SSD,512,484.7260044706225,16.1,1920x1080,2.05,6000,69,250,206.8
Apple,2020,AMD,mid,4,2.62,3.17,100,Integrated,155,16,3200,NVMe SSD,256,2149.309271641336,18.1,1920x1080,2.05,6000,31,250,78.6
Razer,2025,Intel,low,4,2.54,2.93,100,NVIDIA RTX,1538,8,2666,NVMe SSD,1024,2291.018628518844,14.8,1920x1080,1.74,4500,49,250,551.0
Acer,2023,Intel,low,4,2.07,2.45,100,AMD Radeon,340,8,2666,NVMe SSD,256,2954.63765201935,15.3,3840x2160,1.93,8000,48,250,183.9
MSI,2025,Intel,low,2,1.79,2.04,100,NVIDIA RTX,1776,4,3000,NVMe SSD,256,3033.5619012219586,16.9,2560x1440,2.48,6000,47,399,674.0
Razer,2021,AMD,high,16,3.02,3.81,203,Integrated,72,64,2133,NVMe SSD,256,3143.440438193031,12.7,2560x1440,1.38,4500,48,250,149.4
Lenovo,2024,AMD,low,4,2.24,2.78,100,AMD Radeon,1251,4,4266,NVMe SSD,256,3792.8255184405825,14.7,1920x1080,1.9,4500,43,250,497.1
MSI,2022,AMD,mid,6,2.69,3.09,100,Integrated,103,16,3200,NVMe SSD,256,3423.607407327331,15.6,1920x1080,1.8,4500,22,250,152.7
Lenovo,2019,Apple,low,4,2.15,2.78,100,NVIDIA GTX,403,8,3000,NVMe SSD,512,3011.8562842671627,15.1,1920x1080,1.9,8000,42,250,240.5
Asus,2022,Intel,high,8,3.09,3.85,131,Integrated,53,16,3000,SATA SSD,256,441.42346743075245,15.8,1920x1080,2.24,4500,35,250,10.0
Razer,2020,AMD,mid,4,2.43,3.37,100,NVIDIA RTX,1241,8,3000,SATA SSD,128,454.9017435413931,15.7,1920x1080,2.03,4500,63,250,438.3
HP,2023,AMD,high,8,3.54,4.6,100,Integrated,20,16,2666,NVMe SSD,512,3318.499274200935,13.2,1920x1080,1.83,3500,51,250,82.3
Asus,2018,AMD,mid,6,3.49,4.34,100,Integrated,31,16,3600,SATA SSD,256,452.4604712538817,14.2,1920x1080,1.82,3500,19,250,87.4
Lenovo,2025,AMD,mid,4,2.88,3.43,100,Integrated,159,16,3200,SATA SSD,256,519.746152837161,16.5,1920x1080,2.12,4500,31,250,116.6
Lenovo,2019,AMD,low,4,2.55,3.01,100,NVIDIA GTX,488,8,2400,SATA SSD,1024,453.9449591465105,15.5,2560x1440,1.74,4500,45,250,149.5
Acer,2023,AMD,high,8,3.34,4.23,100,NVIDIA GTX,713,32,3600,NVMe SSD,512,3037.7072550111884,15.4,1920x1080,2.18,3500,79,250,401.9
Acer,2018,AMD,low,2,2.4,3.08,100,Integrated,99,4,3200,NVMe SSD,1024,3510.3583865847118,14.1,1366x768,2.28,4500,2,250,73.4
MSI,2025,Apple,low,4,1.98,2.48,100,NVIDIA RTX,1459,8,3200,SATA SSD,1024,492.53460112291674,17.3,3840x2160,2.38,6000,41,250,569.1
HP,2018,Apple,low,2,2.34,2.69,100,AMD Radeon,489,8,3200,SATA SSD,256,481.05997562080853,16.1,2560x1440,1.62,4500,35,250,259.9
HP,2025,AMD,mid,6,2.95,3.78,100,Integrated,108,16,3000,HDD,1024,133.60953977132078,15.6,3840x2160,1.42,4500,31,250,165.4
Dell,2020,Intel,mid,6,2.51,3.27,100,NVIDIA RTX,1220,16,3200,NVMe SSD,512,2315.2693395174306,16.8,3840x2160,1.98,3500,63,250,516.6
HP,2019,AMD,low,4,2.37,2.62,100,Integrated,78,8,2133,SATA SSD,512,514.1306890266761,13.4,1920x1080,1.58,3500,19,250,95.6
HP,2017,Intel,mid,6,2.58,3.13,100,Integrated,20,16,3600,NVMe SSD,256,3627.4477059977417,16.8,1920x1080,2.58,4500,33,321,33.0
Asus,2021,Intel,high,8,2.95,4.15,100,Integrated,90,32,2666,HDD,256,122.25111334343312,14.5,2560x1440,1.66,4500,42,250,117.6
MSI,2024,Intel,high,6,2.69,3.62,100,AMD Radeon,570,32,3000,SATA SSD,1024,434.34459943797697,16.0,1920x1080,2.02,6000,80,250,287.8
MSI,2020,AMD,mid,8,2.8,3.71,100,NVIDIA RTX,904,16,3200,SATA SSD,512,550.474385374247,15.3,2560x1440,1.76,6000,64,250,412.1
Razer,2022,Apple,high,12,2.73,4.05,141,NVIDIA GTX,663,64,3600,NVMe SSD,256,3522.480171682234,13.8,1920x1080,1.97,6000,69,258,432.9
HP,2018,Intel,high,8,2.91,4.06,100,NVIDIA GTX,513,32,3000,SATA SSD,128,393.38029358926605,15.8,1920x1080,2.08,4500,84,250,292.8
Dell,2025,Intel,mid,8,3.09,3.82,100,AMD Radeon,898,8,2666,SATA SSD,512,507.2711774192353,13.1,1920x1080,1.64,4500,61,250,345.8
Asus,2021,AMD,low,4,2.34,2.72,100,NVIDIA GTX,394,8,3200,NVMe SSD,512,3168.3639753892894,14.9,1920x1080,1.68,8000,47,250,179.4
Apple,2020,Intel,mid,6,2.83,3.76,100,NVIDIA RTX,708,16,3000,NVMe SSD,256,2985.494874137975,15.4,1920x1080,1.86,8000,56,250,242.3
MSI,2021,AMD,low,4,2.62,2.89,100,NVIDIA RTX,1095,8,2666,NVMe SSD,256,3592.0935587048652,12.6,1920x1080,1.61,4500,39,250,418.3
MSI,2024,AMD,high,8,2.64,3.56,137,Integrated,99,32,3200,NVMe SSD,128,2831.7480653877883,14.3,1920x1080,1.86,3500,34,250,116.3
Asus,2023,AMD,mid,4,2.77,3.67,100,NVIDIA GTX,603,8,3200,SATA SSD,1024,512.1955538278194,16.4,2560x1440,2.31,4500,61,250,216.7
Dell,2025,Intel,low,2,1.87,2.25,100,AMD Radeon,525,8,2666,HDD,128,132.82100814628154,14.8,1366x768,1.43,4500,55,250,362.6
Dell,2018,Apple,low,4,2.34,2.84,100,Integrated,25,8,3000,NVMe SSD,512,3141.584088687074,14.6,1920x1080,1.47,6000,14,250,107.9
Razer,2023,Intel,high,8,2.43,3.63,100,Integrated,53,32,3000,SATA SSD,256,507.1211972955177,16.4,1920x1080,2.12,6000,38,250,90.5
Lenovo,2018,Intel,mid,4,2.54,3.37,100,AMD Radeon,477,8,4266,HDD,512,121.59158664787202,14.1,1366x768,1.88,3500,60,250,175.7
MSI,2025,Intel,mid,4,2.4,3.29,100,Integrated,179,16,4266,SATA SSD,128,511.7608492327983,15.1,1920x1080,1.76,3500,29,250,136.9
Lenovo,2019,AMD,mid,8,3.1,3.63,100,NVIDIA RTX,765,16,2400,NVMe SSD,1024,3465.06583135043,16.2,1920x1080,1.92,6000,67,250,328.9
Lenovo,2018,Intel,mid,6,2.91,3.53,100,NVIDIA GTX,312,8,2666,NVMe SSD,512,2871.204803379018,13.6,1920x1080,2.17,8000,52,250,164.5
Acer,2022,Intel,high,12,2.78,3.43,100,Integrated,181,16,2400,NVMe SSD,128,3004.0151038582762,15.8,2560x1440,2.04,4500,43,250,52.7
HP,2020,Intel,mid,6,2.73,3.18,100,NVIDIA GTX,529,16,3000,NVMe SSD,512,2183.2012096628087,13.8,2560x1440,2.11,6000,52,250,217.7
Apple,2018,Intel,mid,4,2.68,3.09,100,NVIDIA GTX,350,16,3600,SATA SSD,256,506.32318962283017,16.7,1920x1080,2.43,4500,60,250,219.2
Acer,2025,AMD,low,2,1.86,2.25,100,NVIDIA GTX,680,8,3200,NVMe SSD,256,3339.1505763577106,14.6,1920x1080,1.9,8000,33,250,299.8
Dell,2022,Intel,high,8,2.78,4.24,100,NVIDIA RTX,1248,16,3000,NVMe SSD,256,3694.869568632277,16.3,1920x1080,2.4,6000,84,250,481.2
Asus,2024,AMD,mid,8,2.13,3.06,100,Integrated,41,16,3600,SATA SSD,512,511.0911697066478,16.4,2560x1440,2.05,8000,35,250,90.3
Razer,2024,AMD,mid,6,2.67,3.46,100,AMD Radeon,781,16,3000,NVMe SSD,256,2902.9303189644493,16.1,3840x2160,1.54,4500,63,250,345.9
Acer,2020,AMD,low,4,2.5,2.75,100,NVIDIA RTX,1151,8,2400,NVMe SSD,512,3683.7128617983262,15.6,1920x1080,2.16,3500,71,250,473.4
Apple,2019,Intel,low,4,1.93,2.4,100,AMD Radeon,644,4,2400,NVMe SSD,512,3909.2174141716314,14.5,1920x1080,2.37,4500,55,250,243.5
Razer,2019,Apple,low,4,1.73,2.11,100,NVIDIA GTX,379,8,3200,SATA SSD,256,577.4686072885775,18.0,1920x1080,2.15,6000,56,250,153.6
